PAIS#PESO#VALOR#NUM_OPERACIONES
ESTADOS UNIDOS DE AMERICA#1.012.000#1.317.424,25#36
IRLANDA#438.000#597.695,16#9
ITALIA#3.000#4.372,81#3
MALTA#24.000#26.040,00#1
NUEVA ZELANDA#42.000#40.322,76#2
REINO UNIDO#1.204.000#1.629.733,54#13
SUDAFRICA#5.000#6.028,05#1
Total#2.728.000#3.621.616,57#65
