PAIS#PESO#VALOR#NUM_OPERACIONES
ANGOLA#4.336#1.173.600,00#1
AUSTRIA#80#14.092,00#1
ESTADOS UNIDOS DE AMERICA#83#6.016,13#2
JAPON#240#12.304,87#2
PORTUGAL#438#4.667,45#12
Total#5.177#1.210.680,46#18
